1	100	0	85.6	93.1	0.776274	0.65312
1	50	0	35.6	93.1	0.841565	0.65844
1	0	0	-14.4	93.1	0.861395	0.65048
1	-50	0	-64.4	93.1	0.843456	0.65796
1	-100	0	-114.4	93.1	0.756261	0.6548
2	100	0	85.6	243.1	0.775128	0.65584
2	50	0	35.6	243.1	0.845789	0.65832
2	0	0	-14.4	243.1	0.864968	0.65792
2	-50	0	-64.4	243.1	0.846539	0.6558
2	-100	0	-114.4	243.1	0.796842	0.65604
3	100	0	85.6	270.1	0.638479	0.63764
3	50	0	35.6	270.1	0.723831	0.66032
3	0	0	-14.4	270.1	0.754464	0.64512
3	-50	0	-64.4	270.1	0.728957	0.65436
3	-100	0	-114.4	270.1	0.671062	0.6462
4	100	75	85.6	168.1	0.783945	0.65724
4	50	75	35.6	168.1	0.852204	0.66064
4	0	75	-14.4	168.1	0.863327	0.65324
4	-50	75	-64.4	168.1	0.843649	0.65852
4	-100	75	-114.4	168.1	0.768347	0.66116
5	100	0	85.6	168.1	0.873564	0.65108
5	50	0	35.6	168.1	0.928771	0.6576
5	0	0	-14.4	168.1	0.931817	0.66116
5	-50	0	-64.4	168.1	0.924634	0.65388
5	-100	0	-114.4	168.1	0.888099	0.65236
