6588	4578	0	2023-09-10 17:22:14.000078	2023-09-10 18:13:25.706248	35		228748
6587	4577	0	2023-09-10 16:24:44.752645	2023-09-10 17:15:13.2739	35		223623
6586	4576	0	2023-09-10 14:55:58.718661	2023-09-10 16:03:09.696024	40		75221
6585	4575	0	2023-09-08 21:45:59.2592	2023-09-10 14:40:07.068671	40		2760874
6584	4574	0	2023-09-08 20:54:43.553465	2023-09-08 21:07:16.138357	40		13333
6583	4573	0	2023-09-07 18:10:21.485705	2023-09-08 19:41:14.00356	40		1721222
6582	4572	0	2023-09-06 23:28:00.76777	2023-09-07 15:52:25.720732	40		1106913
6581	4571	0	2023-09-06 22:32:10.295639	2023-09-06 23:18:09.800514	40		50456
6580	4570	0	2023-09-06 22:06:08.469313	2023-09-06 22:23:46.988151	40		18952
6579	4569	0	2023-09-06 02:06:47.656981	2023-09-06 15:00:20.515115	40		869530
6578	4568	0	2023-09-05 20:33:41.661791	2023-09-06 01:10:12.475783	40		342746
6577	4567	0	2023-09-02 08:21:55.388536	2023-09-05 11:40:06.477226	37		567755
6576	4566	0	2023-09-01 07:33:54.633101	2023-09-01 23:06:21.109532	40		6500
6575	4565	0	2023-09-01 05:04:03.250185	2023-09-01 07:25:32.631588	40		981
6574	4564	0	2023-09-01 04:51:37.167161	2023-09-01 04:57:31.868499	40		33
6573	4563	0	2023-08-31 02:11:38.793037	2023-08-31 23:45:28.187817	40		1454561
6572	4562	0	2023-08-30 16:19:08.610753	2023-08-31 02:04:00.43971	40		656902
6571	4561	0	2023-08-29 23:42:08.6669	2023-08-30 14:55:47.294308	40		1128013
6570	4560	0	2023-08-29 23:18:09.297924	2023-08-29 23:32:41.612156	40		11386
6569	4559	0	2023-08-29 22:56:58.690986	2023-08-29 23:15:28.743514	40		21989
6568	4558	0	2023-08-29 21:28:39.628203	2023-08-29 22:47:32.940035	40		96091
6567	4557	0	2023-08-29 21:25:26.568267	2023-08-29 21:26:18.936932	40		0
6566	4556	0	2023-08-29 16:26:02.863879	2023-08-29 20:58:08.257745	35		1245549
6322 	4314 	0 	2023-05-14 22:38:45.141672 	2023-05-15 12:53:03.970512 	34 		1042847
6230	4224	0	2023-03-26 18:10:29.270308	2023-03-27 15:16:41.669105	34		1689801
6212	4206	0	2023-03-10 17:14:07.314998	2023-03-10 21:20:30.554759	36		32442
6211	4205	0	2023-03-10 05:00:41.216661	2023-03-10 17:08:32.34053	37		85161
6210	4204	0	2023-03-10 01:11:50.552832	2023-03-10 04:55:48.197707	35		1021553
6209	4203	0	2023-03-09 22:07:36.490258	2023-03-10 01:06:23.920087	35		872515
6208	4202	0	2023-03-09 17:18:56.367847	2023-03-09 21:51:44.712862	37		32116
6207	4201	0	2023-03-09 07:21:58.193053	2023-03-09 17:05:22.374428	37		95643
6206	4200	0	2023-03-09 00:56:16.002822	2023-03-09 07:14:23.56712	34		535760
6205	4199	0	2023-03-08 20:39:51.218553	2023-03-09 00:54:02.139329	37		28899
6204	4198	0	2023-03-08 19:05:17.410049	2023-03-08 20:19:17.969109	37		8351
6203	4197	0	2023-03-07 23:45:46.763098	2023-03-08 17:45:18.061091	34		1401044
6202	4196	0	2023-03-07 22:04:13.410522	2023-03-07 23:41:47.463879	39		144757
6201	4195	0	2023-03-04 17:36:35.79689	2023-03-07 21:56:23.496916	34		6521684
6200	4194	0	2023-03-01 21:34:48.929182	2023-03-04 17:34:14.762925	34		6110705
6199	4193	0	2023-03-01 21:25:50.237654	2023-03-01 21:29:58.572152	34		6218
6198	4192	0	2023-03-01 21:16:39.835659	2023-03-01 21:20:26.075965	34		4581
6197	4191	0	2023-02-28 21:47:14.124791	2023-03-01 20:03:32.412082	34		1975186
6196	4190	0	2023-02-28 21:34:07.699865	2023-02-28 21:44:24.664219	36		318
6195	4189	0	2023-02-26 15:38:07.948277	2023-02-28 21:29:03.583711	34		2844222
6194	4188	0	2023-02-24 20:05:33.447165		39		
6193	4187	0	2023-02-24 19:49:52.505623	2023-02-24 19:53:49.107511	39		2298
6192	4186	0	2023-02-24 18:16:16.357652	2023-02-24 19:47:00.350187	39		165
6191	4185	0	2023-02-24 17:55:24.453006	2023-02-24 17:57:52.071679	39		1626
6190	4184	0	2023-02-24 17:42:33.325601	2023-02-24 17:43:59.756364	39		763
6189	4183	0	2023-02-24 01:31:04.784156	2023-02-24 15:14:02.869759	39		727691
6188	4182	0	2023-02-23 18:18:31.040795	2023-02-24 01:25:22.19185	39		455750
6187	4181	0	2023-02-23 16:33:05.211093	2023-02-23 17:19:16.728307	40		51573
6186	4180	0	2023-02-23 00:20:39.040219	2023-02-23 16:21:12.312932	39		824141
6185	4179	0	2023-02-22 23:22:02.608534	2023-02-23 00:01:54.520534	40		52018
6184	4178	0	2023-02-22 21:41:41.242267		40		
6183	4177	0	2023-02-22 19:50:19.438258	2023-02-22 20:17:26.769978	40		32940
6182	4176	0	2023-02-22 19:35:01.015684	2023-02-22 19:44:12.762839	37		1033
6181	4175	0	2023-02-22 18:17:16.08654	2023-02-22 19:30:15.142541	37		8330
6180	4174	0	2023-02-22 13:19:21.597705	2023-02-22 17:40:07.911041	37		29999
6179	4173	0	2023-02-22 11:10:01.735707	2023-02-22 13:16:43.676229	39		100888
6178	4172	0	2023-02-22 10:20:49.512328	2023-02-22 11:06:30.990862	39		39588
6177	4171	0	2023-02-21 23:24:19.957724	2023-02-22 10:16:15.623485	39		574642
6176	4170	0	2023-02-21 23:16:23.046331	2023-02-21 23:18:11.413311	39		748
6175	4169	0	2023-02-20 15:19:51.181516	2023-02-21 20:24:29.716468	39		1536351
6174	4168	0	2023-02-17 02:12:33.053476	2023-02-20 15:17:35.402033	39		4413132
6173	4167	0	2023-02-17 02:03:38.070346	2023-02-17 02:06:23.089226	39		320
6172	4166	0	2023-02-15 19:25:53.501293	2023-02-17 02:00:26.953557	37		213403
6171	4165	0	2023-02-10 16:49:22.563155		38		
6170	4164	0	2023-02-09 22:11:11.930178	2023-02-10 16:10:28.692386	39		191490
6169	4163	0	2023-02-09 21:51:49.591271	2023-02-09 21:58:45.805961	39		1058
6168	4162	0	2023-02-09 21:46:00.65726	2023-02-09 21:47:31.570531	39		156
6167	4161	0	2023-02-09 21:31:08.40636	2023-02-09 21:39:29.391031	39		1404
6166	4160	0	2023-02-08 16:47:52.711752	2023-02-09 18:58:18.725942	39		281450
6165	4159	0	2023-02-08 16:33:04.784027	2023-02-08 16:43:41.159592	39		1764
6164	4158	0	2023-02-08 16:10:50.868275	2023-02-08 16:28:36.767335	39		3018
6163	4157	0	2023-02-08 15:30:44.879351	2023-02-08 15:48:28.152852	39		3035
6162	4156	0	2023-02-08 15:18:50.346444	2023-02-08 15:28:02.597268	39		1571
6161	4155	0	2023-02-08 14:53:52.361056	2023-02-08 15:07:55.347219	39		2282
6160	4154	0	2023-02-08 13:24:35.589757	2023-02-08 14:27:54.450432	39		11404
6159	4153	1	2023-02-08 13:22:35.948361		39		
6158	4153	0	2023-02-08 13:11:54.606167	2023-02-08 13:21:58.082382	39		3117
6157	4152	0	2023-02-08 12:44:11.465298		39		
6156	4151	0	2023-02-08 12:31:59.244727	2023-02-08 12:35:05.893094	39		4529
6155	4150	0	2023-02-08 12:07:51.415123		39		
6154	4149	0	2023-02-08 11:55:19.404355	2023-02-08 12:06:08.38287	39		1738
6153	4148	0	2023-02-08 01:08:58.875488	2023-02-08 11:21:12.277484	38		70728
6152	4147	0	2023-02-08 00:02:34.35528	2023-02-08 01:05:43.090991	35		282769
6151	4146	0	2023-02-07 22:49:00.436449	2023-02-07 23:57:04.566279	35		299919
6150	4145	0	2023-02-07 20:41:15.934063	2023-02-07 22:40:44.46565	39		21118
6149	4144	0	2023-02-07 19:25:03.923298	2023-02-07 20:05:20.472891	39		7282
6148	4143	0	2023-02-07 17:44:19.005961	2023-02-07 18:19:48.573174	40		43014
6147	4142	1	2023-02-07 17:40:37.524942		40		
6146	4142	0	2023-02-07 17:22:53.213132	2023-02-07 17:38:54.895431	40		16560
6145	4141	0	2023-02-07 15:37:31.610725	2023-02-07 16:30:06.580941	39		9245
6144	4140	0	2023-02-07 00:11:57.305946	2023-02-07 15:31:13.830908	39		162929
6143	4139	0	2023-02-06 18:18:40.706537	2023-02-07 00:03:38.491675	39		60958
6142	4138	0	2023-02-06 17:14:37.018034	2023-02-06 17:59:48.890576	39		7914
6141	4137	0	2023-02-06 16:14:00.891953	2023-02-06 17:05:47.600344	39		9048
6140	4136	0	2023-02-03 20:15:07.047254	2023-02-06 14:51:38.899452	39		2693778
6139	4135	0	2023-02-03 17:13:46.269748	2023-02-03 20:06:57.519385	39		152237
